order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year,delivery_days,profit_status,month
ID-2014-85438,2014-08-06,2014-08-10,Standard Class,ivan gibson,consumer,victoria,australia,apac,oceania,OFF-ST-10002618,office supplies,storage,"tenex folders, blue",14,1,0.4,1.392,1.34,medium,2014,4,profit,August
IN-2014-32084,2014-08-06,2014-08-09,Second Class,art foster,consumer,tamil nadu,india,apac,central asia,OFF-AR-10002144,office supplies,art,"stanley pens, blue",30,3,0.0,13.5,0.87,high,2014,3,profit,August
CA-2014-1010,2014-08-06,2014-08-08,Second Class,dorothy wardle,corporate,british columbia,canada,canada,canada,OFF-AVE-10004708,office supplies,binders,"avery binder, recycled",27,2,0.0,12.18,0.39,high,2014,2,profit,August
ID-2014-47603,2014-08-06,2014-08-10,Standard Class,fred chung,corporate,kalimantan selatan,indonesia,apac,southeast asia,OFF-PA-10004815,office supplies,paper,"xerox note cards, premium",14,1,0.47,-4.5039,0.34,medium,2014,4,loss,August
ID-2014-85438,2014-08-06,2014-08-10,Standard Class,ivan gibson,consumer,victoria,australia,apac,oceania,OFF-BI-10000960,office supplies,binders,"wilson jones hole reinforcements, clear",5,2,0.4,-0.972,0.31,medium,2014,4,loss,August
IT-2014-2819680,2014-08-07,2014-08-09,Second Class,christine abelman,corporate,provence-alpes-côte d'azur,france,eu,central,TEC-PH-10004505,technology,phones,"nokia smart phone, full size","1,625",3,0.15,-76.5675,345.78,critical,2014,2,loss,August
IN-2014-68057,2014-08-07,2014-08-12,Standard Class,joy smith,consumer,punjab,pakistan,apac,central asia,FUR-CH-10001271,furniture,chairs,"safco executive leather armchair, red","2,584",7,0.2,290.598,291.06,medium,2014,5,profit,August
MX-2014-139591,2014-08-07,2014-08-12,Standard Class,amy hunt,consumer,michoacán,mexico,latam,north,TEC-CO-10001234,technology,copiers,"canon fax machine, digital","1,693",8,0.002,166.20768,137.68,medium,2014,5,profit,August
US-2014-108784,2014-08-07,2014-08-09,First Class,damala kotsonis,corporate,puebla,mexico,latam,north,FUR-BO-10001483,furniture,bookcases,"bush corner shelving, metal",593,9,0.2,-52.02,131.11,high,2014,2,loss,August
ES-2014-2172414,2014-08-07,2014-08-10,First Class,pete takahito,consumer,bavaria,germany,eu,central,TEC-PH-10004297,technology,phones,"motorola speaker phone, full size",655,5,0.0,72.0,108.11,medium,2014,3,profit,August
IT-2014-1966077,2014-08-07,2014-08-11,Standard Class,daniel byrd,home office,emilia-romagna,italy,eu,south,OFF-AP-10001692,office supplies,appliances,"kitchenaid stove, black","1,709",3,0.0,563.85,100.29,medium,2014,4,profit,August
IT-2014-1066820,2014-08-07,2014-08-10,Second Class,neil ducich,corporate,buskerud,norway,eu,north,OFF-ST-10002555,office supplies,storage,"eldon lockers, industrial",595,3,0.0,291.6,77.94,high,2014,3,profit,August
IN-2014-84339,2014-08-07,2014-08-09,Second Class,henia zydlo,consumer,auckland,new zealand,apac,oceania,TEC-CO-10002062,technology,copiers,"brother personal copier, digital",342,4,0.4,-57.048,68.89,critical,2014,2,loss,August
AO-2014-7960,2014-08-07,2014-08-10,Second Class,brad eason,home office,huambo,angola,africa,africa,TEC-EPS-10002711,technology,machines,"epson card printer, red",668,4,0.0,300.72,61.64,medium,2014,3,profit,August
IT-2014-2819680,2014-08-07,2014-08-09,Second Class,christine abelman,corporate,provence-alpes-côte d'azur,france,eu,central,FUR-CH-10002974,furniture,chairs,"safco rocking chair, red",243,2,0.1,-13.542,60.65,critical,2014,2,loss,August
UP-2014-5160,2014-08-07,2014-08-11,Standard Class,maria etezadi,home office,l'viv,ukraine,emea,emea,FUR-SAF-10001873,furniture,chairs,"safco bag chairs, set of two",310,6,0.0,99.18,47.6,high,2014,4,profit,August
RO-2014-6900,2014-08-07,2014-08-11,Standard Class,karen ferguson,home office,mures,romania,emea,emea,OFF-BRE-10003558,office supplies,appliances,"breville refrigerator, white",517,1,0.0,103.47,45.14,medium,2014,4,profit,August
ID-2014-67581,2014-08-07,2014-08-09,First Class,jeremy pistek,consumer,jakarta,indonesia,apac,southeast asia,OFF-ST-10001752,office supplies,storage,"tenex shelving, wire frame",223,5,0.17,-0.0705,40.93,medium,2014,2,loss,August
IT-2014-1966077,2014-08-07,2014-08-11,Standard Class,daniel byrd,home office,emilia-romagna,italy,eu,south,FUR-BO-10000786,furniture,bookcases,"sauder stackable bookrack, pine",593,4,0.0,213.36,40.89,medium,2014,4,profit,August
CG-2014-1910,2014-08-07,2014-08-10,Second Class,justin ritter,corporate,kinshasa,democratic republic of the congo,africa,africa,TEC-BEL-10004386,technology,accessories,"belkin numeric keypad, bluetooth",116,2,0.0,35.88,32.59,critical,2014,3,profit,August
RO-2014-6900,2014-08-07,2014-08-11,Standard Class,karen ferguson,home office,mures,romania,emea,emea,FUR-NOV-10002655,furniture,chairs,"novimex swivel stool, adjustable",334,2,0.0,26.7,29.89,medium,2014,4,profit,August
IR-2014-3520,2014-08-07,2014-08-10,First Class,ken lonsdale,consumer,razavi khorasan,iran,emea,emea,OFF-FEL-10001261,office supplies,storage,"fellowes file cart, blue",137,1,0.0,54.9,29.8,high,2014,3,profit,August
IN-2014-53000,2014-08-07,2014-08-12,Standard Class,jack o'briant,corporate,kerala,india,apac,central asia,FUR-CH-10000994,furniture,chairs,"harbour creations rocking chair, black",289,2,0.0,49.14,29.2,medium,2014,5,profit,August
MO-2014-4100,2014-08-07,2014-08-09,First Class,dana kaydos,consumer,rabat-salé-zemmour-zaer,morocco,africa,africa,OFF-GLO-10000485,office supplies,envelopes,"globeweis mailers, security-tint",82,2,0.0,31.92,28.35,critical,2014,2,profit,August
ID-2014-67581,2014-08-07,2014-08-09,First Class,jeremy pistek,consumer,jakarta,indonesia,apac,southeast asia,TEC-MA-10001308,technology,machines,"okidata printer, durable",669,3,0.17,-32.2362,28.0,medium,2014,2,loss,August
ID-2014-67581,2014-08-07,2014-08-09,First Class,jeremy pistek,consumer,jakarta,indonesia,apac,southeast asia,OFF-ST-10003286,office supplies,storage,"rogers lockers, wire frame",874,5,0.17,-10.6365,27.22,medium,2014,2,loss,August
ES-2014-1182889,2014-08-07,2014-08-12,Second Class,pete takahito,consumer,england,united kingdom,eu,north,OFF-BI-10004801,office supplies,binders,"acco binding machine, durable",284,6,0.1,44.046,26.0,medium,2014,5,profit,August
RO-2014-6900,2014-08-07,2014-08-11,Standard Class,karen ferguson,home office,mures,romania,emea,emea,FUR-IKE-10003262,furniture,bookcases,"ikea floating shelf set, traditional",341,2,0.0,20.4,25.31,medium,2014,4,profit,August
IT-2014-2236061,2014-08-07,2014-08-12,Standard Class,darren powers,consumer,dublin,ireland,eu,north,OFF-ST-10004577,office supplies,storage,"tenex shelving, wire frame",296,11,0.5,-224.895,25.06,medium,2014,5,loss,August
RO-2014-6900,2014-08-07,2014-08-11,Standard Class,karen ferguson,home office,mures,romania,emea,emea,FUR-BUS-10004882,furniture,bookcases,"bush floating shelf set, metal",341,2,0.0,30.72,24.37,medium,2014,4,profit,August
IN-2014-41723,2014-08-07,2014-08-12,Standard Class,ivan liston,consumer,chhattisgarh,india,apac,central asia,FUR-BO-10003793,furniture,bookcases,"bush 3-shelf cabinet, metal",571,4,0.0,251.28,23.86,medium,2014,5,profit,August
ES-2014-2603261,2014-08-07,2014-08-12,Standard Class,tony molinari,consumer,england,united kingdom,eu,north,OFF-AR-10001482,office supplies,art,"stanley markers, easy-erase",180,8,0.0,0.0,23.02,high,2014,5,loss,August
RO-2014-6900,2014-08-07,2014-08-11,Standard Class,karen ferguson,home office,mures,romania,emea,emea,OFF-KRA-10000117,office supplies,envelopes,"kraft mailers, security-tint",160,4,0.0,7.92,14.8,medium,2014,4,profit,August
IN-2014-41723,2014-08-07,2014-08-12,Standard Class,ivan liston,consumer,chhattisgarh,india,apac,central asia,OFF-BI-10004651,office supplies,binders,"cardinal binding machine, clear",197,4,0.0,90.48,13.96,medium,2014,5,profit,August
IN-2014-53000,2014-08-07,2014-08-12,Standard Class,jack o'briant,corporate,kerala,india,apac,central asia,OFF-AR-10003046,office supplies,art,"sanford sketch pad, fluorescent",140,3,0.0,42.03,11.86,medium,2014,5,profit,August
IT-2014-1966077,2014-08-07,2014-08-11,Standard Class,daniel byrd,home office,emilia-romagna,italy,eu,south,FUR-CH-10003499,furniture,chairs,"safco swivel stool, red",134,2,0.6,-33.588,11.48,medium,2014,4,loss,August
AO-2014-7960,2014-08-07,2014-08-10,Second Class,brad eason,home office,huambo,angola,africa,africa,TEC-MEM-10001436,technology,accessories,"memorex memory card, usb",102,1,0.0,24.57,11.36,medium,2014,3,profit,August
CA-2014-161200,2014-08-07,2014-08-11,Second Class,seth vernon,consumer,louisiana,united states,us,south,FUR-BO-10000468,furniture,bookcases,o'sullivan 2-shelf heavy-duty bookcases,146,3,0.0,23.3184,10.61,medium,2014,4,profit,August
CA-2014-136609,2014-08-07,2014-08-12,Standard Class,todd boyes,corporate,texas,united states,us,central,OFF-PA-10004381,office supplies,paper,14-7/8 x 11 blue bar computer printout paper,115,3,0.2,40.3536,9.69,medium,2014,5,profit,August
IN-2014-68057,2014-08-07,2014-08-12,Standard Class,joy smith,consumer,punjab,pakistan,apac,central asia,OFF-ST-10000704,office supplies,storage,"rogers file cart, blue",141,2,0.5,-36.63,8.81,medium,2014,5,loss,August
UP-2014-5160,2014-08-07,2014-08-11,Standard Class,maria etezadi,home office,l'viv,ukraine,emea,emea,OFF-SAN-10003644,office supplies,art,"sanford markers, blue",93,4,0.0,17.64,7.44,high,2014,4,profit,August
ES-2014-3174376,2014-08-07,2014-08-12,Standard Class,michelle lonsdale,corporate,madrid,spain,eu,south,TEC-AC-10003904,technology,accessories,"sandisk keyboard, usb",163,2,0.0,13.02,7.28,medium,2014,5,profit,August
IN-2014-84339,2014-08-07,2014-08-09,Second Class,henia zydlo,consumer,auckland,new zealand,apac,oceania,FUR-CH-10000689,furniture,chairs,"safco chairmat, red",36,1,0.4,-0.618,7.26,critical,2014,2,loss,August
IN-2014-84339,2014-08-07,2014-08-09,Second Class,henia zydlo,consumer,auckland,new zealand,apac,oceania,OFF-FA-10003587,office supplies,fasteners,"advantus push pins, assorted sizes",29,4,0.4,0.432,7.21,critical,2014,2,profit,August
UP-2014-5160,2014-08-07,2014-08-11,Standard Class,maria etezadi,home office,l'viv,ukraine,emea,emea,OFF-BOS-10003113,office supplies,art,"boston pens, water color",35,2,0.0,3.12,6.82,high,2014,4,profit,August
CA-2014-168172,2014-08-07,2014-08-11,Standard Class,shahid hopkins,consumer,new york,united states,us,east,OFF-SU-10002573,office supplies,supplies,"acme 10"" easy grip assistive scissors",70,4,0.0,21.036,6.78,high,2014,4,profit,August
IN-2014-41723,2014-08-07,2014-08-12,Standard Class,ivan liston,consumer,chhattisgarh,india,apac,central asia,OFF-EN-10001162,office supplies,envelopes,"globeweis mailers, set of 50",77,2,0.0,33.12,6.46,medium,2014,5,profit,August
MX-2014-152513,2014-08-07,2014-08-10,Second Class,clay cheatham,consumer,san salvador,el salvador,latam,central,OFF-ST-10000560,office supplies,storage,"fellowes trays, industrial",39,1,0.0,8.1,5.71,high,2014,3,profit,August
IT-2014-1066820,2014-08-07,2014-08-10,Second Class,neil ducich,corporate,buskerud,norway,eu,north,OFF-BI-10001124,office supplies,binders,"ibico binder covers, clear",26,2,0.0,1.8,5.14,high,2014,3,profit,August
RO-2014-6900,2014-08-07,2014-08-11,Standard Class,karen ferguson,home office,mures,romania,emea,emea,OFF-SAN-10003152,office supplies,paper,"sandisk memo slips, multicolor",110,6,0.0,5.4,4.47,medium,2014,4,profit,August
ID-2014-28913,2014-08-07,2014-08-12,Standard Class,toby carlisle,consumer,jawa timur,indonesia,apac,southeast asia,OFF-BI-10001967,office supplies,binders,"acco binder, recycled",64,5,0.17,-10.1835,4.03,medium,2014,5,loss,August
ES-2014-3174376,2014-08-07,2014-08-12,Standard Class,michelle lonsdale,corporate,madrid,spain,eu,south,OFF-AR-10001269,office supplies,art,"bic markers, water color",59,2,0.0,20.7,3.95,medium,2014,5,profit,August
ES-2014-2603261,2014-08-07,2014-08-12,Standard Class,tony molinari,consumer,england,united kingdom,eu,north,OFF-EN-10003962,office supplies,envelopes,"globeweis clasp envelope, set of 50",59,6,0.0,23.76,3.34,high,2014,5,profit,August
IT-2014-1966077,2014-08-07,2014-08-11,Standard Class,daniel byrd,home office,emilia-romagna,italy,eu,south,OFF-ST-10001999,office supplies,storage,"tenex folders, wire frame",27,2,0.4,3.528,2.83,medium,2014,4,profit,August
RO-2014-6900,2014-08-07,2014-08-11,Standard Class,karen ferguson,home office,mures,romania,emea,emea,OFF-GRE-10002561,office supplies,paper,"green bar message books, premium",48,2,0.0,4.74,2.72,medium,2014,4,profit,August
US-2014-141600,2014-08-07,2014-08-10,Second Class,mark haberlin,corporate,cortés,honduras,latam,central,FUR-CH-10001044,furniture,chairs,"harbour creations steel folding chair, adjustable",40,1,0.4,-24.108,2.59,medium,2014,3,loss,August
CA-2014-161200,2014-08-07,2014-08-11,Second Class,seth vernon,consumer,louisiana,united states,us,south,FUR-FU-10001706,furniture,furnishings,longer-life soft white bulbs,15,5,0.0,7.392,1.89,medium,2014,4,profit,August
IT-2014-1066820,2014-08-07,2014-08-10,Second Class,neil ducich,corporate,buskerud,norway,eu,north,OFF-BI-10002289,office supplies,binders,"ibico binder, economy",15,1,0.0,4.32,1.57,high,2014,3,profit,August
IT-2014-2236061,2014-08-07,2014-08-12,Standard Class,darren powers,consumer,dublin,ireland,eu,north,OFF-AR-10003117,office supplies,art,"bic pencil sharpener, blue",44,3,0.5,-7.875,1.25,medium,2014,5,loss,August
MX-2014-139591,2014-08-07,2014-08-12,Standard Class,amy hunt,consumer,michoacán,mexico,latam,north,OFF-LA-10002868,office supplies,labels,"hon removable labels, 5000 label set",14,2,0.0,1.88,1.21,medium,2014,5,profit,August
UP-2014-5160,2014-08-07,2014-08-11,Standard Class,maria etezadi,home office,l'viv,ukraine,emea,emea,OFF-IBI-10003732,office supplies,binders,"ibico hole reinforcements, durable",8,1,0.0,2.37,1.04,high,2014,4,profit,August
AO-2014-7960,2014-08-07,2014-08-10,Second Class,brad eason,home office,huambo,angola,africa,africa,TEC-APP-10001389,technology,phones,"apple audio dock, with caller id",167,1,0.0,25.02,0.95,medium,2014,3,profit,August
ES-2014-2603261,2014-08-07,2014-08-12,Standard Class,tony molinari,consumer,england,united kingdom,eu,north,OFF-BI-10003320,office supplies,binders,"cardinal hole reinforcements, recycled",11,2,0.0,4.74,0.75,high,2014,5,profit,August
ES-2014-4359397,2014-08-07,2014-08-10,First Class,tony molinari,consumer,england,united kingdom,eu,north,OFF-EN-10004074,office supplies,envelopes,"globeweis clasp envelope, recycled",26,3,0.0,6.75,0.18,medium,2014,3,profit,August
CA-2014-156776,2014-08-08,2014-08-12,Standard Class,jeremy lonsdale,consumer,california,united states,us,west,OFF-AP-10002534,office supplies,appliances,3.6 cubic foot counter height office refrigerator,"1,473",5,0.0,412.468,161.21,high,2014,4,profit,August
MX-2014-156916,2014-08-08,2014-08-10,Second Class,steven ward,corporate,tolima,colombia,latam,south,FUR-BO-10003768,furniture,bookcases,"sauder 3-shelf cabinet, traditional",556,5,0.0,177.7,109.97,critical,2014,2,profit,August
CA-2014-156776,2014-08-08,2014-08-12,Standard Class,jeremy lonsdale,consumer,california,united states,us,west,TEC-PH-10002415,technology,phones,polycom voicestation 500 conference phone,708,3,0.2,44.2425,106.23,high,2014,4,profit,August
MX-2014-104486,2014-08-08,2014-08-12,Standard Class,denny ordway,consumer,santo domingo,dominican republic,latam,caribbean,FUR-BO-10004142,furniture,bookcases,"safco classic bookcase, traditional",876,5,0.4,14.6,99.57,medium,2014,4,profit,August
ES-2014-2851130,2014-08-08,2014-08-12,Standard Class,ralph arnett,consumer,mecklenburg-vorpommern,germany,eu,central,TEC-AC-10004849,technology,accessories,"sandisk router, programmable",774,3,0.0,170.1,88.09,high,2014,4,profit,August
IN-2014-77276,2014-08-08,2014-08-10,Second Class,anna häberlin,corporate,victoria,australia,apac,oceania,TEC-CO-10000560,technology,copiers,"hewlett ink, high-speed",264,2,0.1,-23.556,87.48,critical,2014,2,loss,August
IN-2014-76114,2014-08-08,2014-08-08,Same Day,doug bickford,consumer,uttar pradesh,india,apac,central asia,FUR-BO-10004699,furniture,bookcases,"dania 3-shelf cabinet, mobile",288,2,0.0,0.0,55.6,high,2014,0,loss,August
IN-2014-76114,2014-08-08,2014-08-08,Same Day,doug bickford,consumer,uttar pradesh,india,apac,central asia,FUR-FU-10000735,furniture,furnishings,"tenex frame, erganomic",217,2,0.0,32.58,37.55,high,2014,0,profit,August
ES-2014-1486384,2014-08-08,2014-08-11,First Class,julia west,consumer,ile-de-france,france,eu,central,TEC-AC-10001187,technology,accessories,"memorex keyboard, usb",143,2,0.0,5.7,30.35,medium,2014,3,profit,August
IN-2014-41093,2014-08-08,2014-08-11,Second Class,chris cortes,consumer,hyogo,japan,apac,north asia,OFF-BI-10004105,office supplies,binders,"acco 3-hole punch, recycled",152,5,0.0,42.6,28.97,high,2014,3,profit,August
ES-2014-3786667,2014-08-08,2014-08-10,Second Class,bobby elias,consumer,hesse,germany,eu,central,OFF-ST-10003931,office supplies,storage,"smead trays, wire frame",128,3,0.1,4.275,27.24,critical,2014,2,profit,August
CA-2014-156776,2014-08-08,2014-08-12,Standard Class,jeremy lonsdale,consumer,california,united states,us,west,FUR-CH-10002317,furniture,chairs,global enterprise series seating low-back swivel/tilt chairs,207,1,0.2,25.898,26.94,high,2014,4,profit,August
RO-2014-2360,2014-08-08,2014-08-08,Same Day,lisa ryan,corporate,timis,romania,emea,emea,OFF-TEN-10000025,office supplies,storage,"tenex lockers, blue",204,1,0.0,53.07,26.93,medium,2014,0,profit,August
IN-2014-66888,2014-08-08,2014-08-12,Standard Class,alejandro grove,consumer,jiangsu,china,apac,north asia,OFF-AR-10003110,office supplies,art,"sanford sketch pad, water color",341,7,0.0,74.76,24.72,medium,2014,4,profit,August
IN-2014-77276,2014-08-08,2014-08-10,Second Class,anna häberlin,corporate,victoria,australia,apac,oceania,OFF-PA-10001653,office supplies,paper,"green bar memo slips, multicolor",66,4,0.1,2.856,22.53,critical,2014,2,profit,August
CA-2014-110821,2014-08-08,2014-08-09,First Class,chloris kastensmidt,consumer,texas,united states,us,central,OFF-ST-10002790,office supplies,storage,safco industrial shelving,118,2,0.2,-25.109,19.97,high,2014,1,loss,August
IN-2014-78242,2014-08-08,2014-08-11,First Class,tamara willingham,home office,ho chí minh city,vietnam,apac,southeast asia,TEC-MA-10000572,technology,machines,"epson card printer, red",139,1,0.17,31.743,18.72,high,2014,3,profit,August
MX-2014-104486,2014-08-08,2014-08-12,Standard Class,denny ordway,consumer,santo domingo,dominican republic,latam,caribbean,FUR-CH-10004277,furniture,chairs,"safco swivel stool, black",265,3,0.2,-66.204,18.2,medium,2014,4,loss,August
SF-2014-7160,2014-08-08,2014-08-12,Standard Class,roland schwarz,corporate,eastern cape,south africa,africa,africa,TEC-MEM-10000374,technology,accessories,"memorex router, programmable",248,1,0.0,116.4,14.96,medium,2014,4,profit,August
MX-2014-156916,2014-08-08,2014-08-10,Second Class,steven ward,corporate,tolima,colombia,latam,south,OFF-AR-10003766,office supplies,art,"bic sketch pad, easy-erase",65,2,0.0,22.16,14.02,critical,2014,2,profit,August
CA-2014-110821,2014-08-08,2014-08-09,First Class,chloris kastensmidt,consumer,texas,united states,us,central,TEC-AC-10001552,technology,accessories,logitech k350 2.4ghz wireless keyboard,119,3,0.2,-13.4379,13.12,high,2014,1,loss,August
ES-2014-1486384,2014-08-08,2014-08-11,First Class,julia west,consumer,ile-de-france,france,eu,central,OFF-FA-10001051,office supplies,fasteners,"oic rubber bands, metal",103,6,0.0,39.06,10.1,medium,2014,3,profit,August
SF-2014-9050,2014-08-08,2014-08-10,First Class,erin smith,corporate,gauteng,south africa,africa,africa,OFF-ELD-10001037,office supplies,storage,"eldon trays, wire frame",47,1,0.0,18.33,9.33,high,2014,2,profit,August
CA-2014-163321,2014-08-08,2014-08-12,Second Class,fred mcmath,consumer,north carolina,united states,us,south,TEC-AC-10004571,technology,accessories,logitech g700s rechargeable gaming mouse,80,1,0.2,21.9978,9.31,medium,2014,4,profit,August
IN-2014-41093,2014-08-08,2014-08-11,Second Class,chris cortes,consumer,hyogo,japan,apac,north asia,OFF-EN-10003435,office supplies,envelopes,"globeweis business envelopes, with clear poly window",63,3,0.0,19.35,9.05,high,2014,3,profit,August
CA-2014-156776,2014-08-08,2014-08-12,Standard Class,jeremy lonsdale,consumer,california,united states,us,west,TEC-AC-10004803,technology,accessories,sony micro vault click 4 gb usb 2.0 flash drive,56,4,0.0,7.8064,7.37,high,2014,4,profit,August
CA-2014-156776,2014-08-08,2014-08-12,Standard Class,jeremy lonsdale,consumer,california,united states,us,west,FUR-FU-10004848,furniture,furnishings,"howard miller 13-3/4"" diameter brushed chrome round wall clock",52,1,0.0,15.525,7.23,high,2014,4,profit,August
NI-2014-8800,2014-08-08,2014-08-12,Second Class,clay rozendal,home office,abuja capital territory,nigeria,africa,africa,FUR-ELD-10000857,furniture,furnishings,"eldon door stop, erganomic",29,2,0.7,-55.632,7.07,high,2014,4,loss,August
IN-2014-77276,2014-08-08,2014-08-10,Second Class,anna häberlin,corporate,victoria,australia,apac,oceania,OFF-AR-10001525,office supplies,art,"stanley highlighters, blue",26,2,0.1,5.88,6.86,critical,2014,2,profit,August
IN-2014-41093,2014-08-08,2014-08-11,Second Class,chris cortes,consumer,hyogo,japan,apac,north asia,OFF-PA-10003407,office supplies,paper,"enermax memo slips, recycled",47,3,0.0,19.53,5.92,high,2014,3,profit,August
MX-2014-104486,2014-08-08,2014-08-12,Standard Class,denny ordway,consumer,santo domingo,dominican republic,latam,caribbean,TEC-PH-10004871,technology,phones,"motorola headset, cordless",44,1,0.2,-7.172,4.38,medium,2014,4,loss,August
MX-2014-104486,2014-08-08,2014-08-12,Standard Class,denny ordway,consumer,santo domingo,dominican republic,latam,caribbean,OFF-ST-10002632,office supplies,storage,"smead shelving, industrial",105,4,0.2,-17.152,4.34,medium,2014,4,loss,August
IN-2014-76114,2014-08-08,2014-08-08,Same Day,doug bickford,consumer,uttar pradesh,india,apac,central asia,OFF-PA-10003744,office supplies,paper,"green bar parchment paper, multicolor",54,3,0.0,17.28,4.22,high,2014,0,profit,August
IN-2014-41093,2014-08-08,2014-08-11,Second Class,chris cortes,consumer,hyogo,japan,apac,north asia,OFF-FA-10004705,office supplies,fasteners,"oic thumb tacks, 12 pack",41,3,0.0,4.05,4.0,high,2014,3,profit,August
CA-2014-156776,2014-08-08,2014-08-12,Standard Class,jeremy lonsdale,consumer,california,united states,us,west,OFF-BI-10000216,office supplies,binders,"mead 1st gear 2"" zipper binder, asst. colors",31,3,0.2,11.673,3.94,high,2014,4,profit,August
ID-2014-34814,2014-08-08,2014-08-11,First Class,john stevenson,consumer,bangkok,thailand,apac,southeast asia,OFF-BI-10004440,office supplies,binders,"cardinal binder, economy",34,3,0.17,2.8467,3.52,medium,2014,3,profit,August
RO-2014-2360,2014-08-08,2014-08-08,Same Day,lisa ryan,corporate,timis,romania,emea,emea,OFF-AVE-10003465,office supplies,binders,"avery binder, economy",26,2,0.0,10.02,3.4,medium,2014,0,profit,August
BO-2014-2640,2014-08-08,2014-08-09,First Class,tamara willingham,home office,homyel',belarus,emea,emea,OFF-STA-10001895,office supplies,art,"stanley pens, easy-erase",10,1,0.0,4.53,3.16,high,2014,1,profit,August
IN-2014-41093,2014-08-08,2014-08-11,Second Class,chris cortes,consumer,hyogo,japan,apac,north asia,OFF-LA-10000879,office supplies,labels,"hon file folder labels, alphabetical",34,4,0.0,15.48,3.04,high,2014,3,profit,August
US-2014-168949,2014-08-08,2014-08-12,Standard Class,mitch gastineau,corporate,ouest,haiti,latam,caribbean,OFF-BI-10002465,office supplies,binders,"avery binding machine, clear",39,2,0.4,-25.12,2.9,high,2014,4,loss,August
CA-2014-158344,2014-08-08,2014-08-12,Standard Class,cindy chapman,consumer,minnesota,united states,us,central,TEC-AC-10002006,technology,accessories,memorex micro travel drive 16 gb,64,4,0.0,19.8276,2.85,medium,2014,4,profit,August
RO-2014-2360,2014-08-08,2014-08-08,Same Day,lisa ryan,corporate,timis,romania,emea,emea,OFF-CAR-10002942,office supplies,binders,"cardinal 3-hole punch, recycled",29,1,0.0,8.43,2.72,medium,2014,0,profit,August
ES-2014-1486384,2014-08-08,2014-08-11,First Class,julia west,consumer,ile-de-france,france,eu,central,TEC-AC-10003403,technology,accessories,"enermax router, usb","1,810",7,0.0,325.71,2.38,medium,2014,3,profit,August
TU-2014-4990,2014-08-08,2014-08-11,Second Class,chad cunningham,home office,istanbul,turkey,emea,emea,OFF-AVE-10001847,office supplies,binders,"avery binder, clear",10,2,0.6,-12.372,2.16,critical,2014,3,loss,August
CA-2014-156776,2014-08-08,2014-08-12,Standard Class,jeremy lonsdale,consumer,california,united states,us,west,OFF-PA-10001970,office supplies,paper,xerox 1881,25,2,0.0,11.5432,2.01,high,2014,4,profit,August
CA-2014-156776,2014-08-08,2014-08-12,Standard Class,jeremy lonsdale,consumer,california,united states,us,west,OFF-BI-10003355,office supplies,binders,cardinal holdit business card pockets,12,3,0.2,4.1832,1.97,high,2014,4,profit,August
MX-2014-104486,2014-08-08,2014-08-12,Standard Class,denny ordway,consumer,santo domingo,dominican republic,latam,caribbean,OFF-FA-10003977,office supplies,fasteners,"stockwell rubber bands, 12 pack",26,3,0.2,8.616,1.88,medium,2014,4,profit,August
MX-2014-104486,2014-08-08,2014-08-12,Standard Class,denny ordway,consumer,santo domingo,dominican republic,latam,caribbean,OFF-EN-10004568,office supplies,envelopes,"kraft business envelopes, set of 50",21,2,0.2,6.632,1.58,medium,2014,4,profit,August
IN-2014-56815,2014-08-08,2014-08-12,Standard Class,ross devincentis,home office,queensland,australia,apac,oceania,OFF-BI-10003582,office supplies,binders,"cardinal index tab, economy",32,4,0.1,9.096,1.31,medium,2014,4,profit,August
MX-2014-104486,2014-08-08,2014-08-12,Standard Class,denny ordway,consumer,santo domingo,dominican republic,latam,caribbean,FUR-FU-10003414,furniture,furnishings,"deflect-o light bulb, erganomic",18,3,0.5,-12.03,1.18,medium,2014,4,loss,August
ID-2014-34814,2014-08-08,2014-08-11,First Class,john stevenson,consumer,bangkok,thailand,apac,southeast asia,OFF-FA-10003893,office supplies,fasteners,"oic paper clips, 12 pack",22,3,0.47,-12.5226,1.04,medium,2014,3,loss,August
MX-2014-104486,2014-08-08,2014-08-12,Standard Class,denny ordway,consumer,santo domingo,dominican republic,latam,caribbean,OFF-LA-10002401,office supplies,labels,"avery shipping labels, laser printer compatible",13,2,0.2,4.4,0.95,medium,2014,4,profit,August
BU-2014-8530,2014-08-09,2014-08-12,First Class,brian decherney,consumer,sofiya-grad,bulgaria,emea,emea,OFF-ROG-10001418,office supplies,storage,"rogers trays, wire frame",365,6,0.0,178.56,37.49,high,2014,3,profit,August
BU-2014-8530,2014-08-09,2014-08-12,First Class,brian decherney,consumer,sofiya-grad,bulgaria,emea,emea,OFF-STI-10003234,office supplies,supplies,"stiletto trimmer, steel",169,4,0.0,57.24,37.15,high,2014,3,profit,August
IN-2014-76387,2014-08-09,2014-08-12,First Class,brad thomas,home office,jiangsu,china,apac,north asia,OFF-BI-10000621,office supplies,binders,"ibico 3-hole punch, economy",152,5,0.0,74.55,31.34,high,2014,3,profit,August
ES-2014-5886915,2014-08-09,2014-08-10,First Class,bobby elias,consumer,madrid,spain,eu,south,TEC-PH-10001070,technology,phones,"samsung headset, voip",528,8,0.1,187.608,28.33,medium,2014,1,profit,August
